time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-12-23T21:37:40.017Z,55.778,162.1574,15.55,4.7,mb,,128,3.438,0.69,us,us70006qa0,2019-12-23T22:59:43.040Z,"53km SSW of Ust'-Kamchatsk Staryy, Russia",earthquake,11.7,4.6,0.042,171,reviewed,us,us
2019-12-23T21:19:41.905Z,-7.3728,130.0773,51.73,4.6,mb,,84,1.353,1.37,us,us70006q9j,2019-12-23T22:29:36.040Z,"150km WNW of Saumlaki, Indonesia",earthquake,7.3,4.9,0.085,41,reviewed,us,us
2019-12-23T20:56:23.584Z,50.5249,-129.7119,10,6,mww,,143,1.013,0.97,us,us70006q96,2019-12-24T22:03:30.122Z,"163km W of Port Hardy, Canada",earthquake,6,1.9,0.038,66,reviewed,us,us
2019-12-23T19:49:43.019Z,50.6169,-129.909,10,6,mww,,141,1.131,1.02,us,us70006q8n,2019-12-25T16:14:33.678Z,"176km W of Port Hardy, Canada",earthquake,6.7,1.6,0.042,54,reviewed,us,us
2019-12-23T19:13:25.024Z,50.5685,-129.8233,10,5.7,mww,,142,1.079,0.93,us,us70006q8f,2019-12-24T19:16:07.175Z,"170km W of Port Hardy, Canada",earthquake,6.8,1.9,0.032,92,reviewed,us,us
2019-12-23T17:30:47.468Z,55.876,161.9304,10,4.6,mb,,145,3.44,0.75,us,us70006q7c,2019-12-23T21:34:21.040Z,"51km SW of Ust'-Kamchatsk Staryy, Russia",earthquake,13.8,1.9,0.063,74,reviewed,us,us
2019-12-23T16:44:13.686Z,50.5466,-129.7652,10,5.2,mww,,147,1.939,0.64,us,us70006q6p,2019-12-24T00:47:00.530Z,"166km W of Port Hardy, Canada",earthquake,7.4,1.9,0.039,62,reviewed,us,us
2019-12-23T16:26:04.268Z,55.8054,162.1587,10,4.6,mb,,137,3.46,0.8,us,us70006q6k,2019-12-23T16:47:02.040Z,"51km SSW of Ust'-Kamchatsk Staryy, Russia",earthquake,12.7,1.9,0.077,51,reviewed,us,us
2019-12-23T16:19:06.766Z,55.742,162.2066,12.62,5.4,mb,,83,3.427,0.53,us,us70006q6f,2019-12-24T16:22:21.402Z,"56km SSW of Ust'-Kamchatsk Staryy, Russia",earthquake,6.5,3.8,0.024,573,reviewed,us,us
2019-12-23T15:47:56.241Z,13.7525,-92.8208,10,5.8,mww,,73,1.334,0.95,us,us70006q68,2019-12-24T15:50:03.600Z,"107km SW of Ocos, Guatemala",earthquake,7.3,1.8,0.036,73,reviewed,us,us
2019-12-23T12:39:56.804Z,-6.3301,142.6801,10,4.9,mb,,50,5.387,1.15,us,us70006q52,2019-12-23T13:08:13.040Z,"108km W of Mendi, Papua New Guinea",earthquake,8.6,1.9,0.086,42,reviewed,us,us
2019-12-23T11:23:28.867Z,-28.5586,-71.7412,23.15,4.8,mb,,123,0.685,1.55,us,us70006q4h,2019-12-23T12:06:00.040Z,"96km W of Vallenar, Chile",earthquake,7,2.9,0.249,5,reviewed,us,us
2019-12-23T08:24:04.706Z,-20.9011,-178.7301,600.1,4.7,mb,,94,4.368,1.11,us,us70006q3r,2019-12-23T08:53:29.040Z,"27km S of Ndoi Island, Fiji",earthquake,12.2,7.2,0.034,259,reviewed,us,us
2019-12-23T06:33:40.803Z,11.532,141.7007,46.62,5.8,mww,,30,5.423,0.8,us,us70006q2n,2019-12-30T06:43:42.105Z,"234km NNE of Fais, Micronesia",earthquake,9,5.3,0.059,28,reviewed,us,us
2019-12-23T01:06:45.705Z,-10.4959,165.6114,90.47,4.5,mb,,69,5.16,0.73,us,us70006q0q,2019-12-23T01:36:23.040Z,"34km NW of Lata, Solomon Islands",earthquake,12.6,7.9,0.099,30,reviewed,us,us
2019-12-22T21:30:17.722Z,18.7791,145.6352,207.5,4.9,mb,,60,3.521,0.92,us,us70006py8,2019-12-22T21:48:05.040Z,"3km WNW of Agrihan, Northern Mariana Islands",earthquake,5.9,6.8,0.033,286,reviewed,us,us
2019-12-22T16:49:26.455Z,-20.0608,-173.451,10,5.2,mww,,74,3.464,1.4,us,us70006pvd,2019-12-23T16:59:01.040Z,"98km ESE of Pangai, Tonga",earthquake,9.4,1.8,0.08,15,reviewed,us,us
2019-12-22T13:18:39.935Z,55.9086,162.2359,40.2,4.5,mb,,130,3.568,0.53,us,us70006pty,2019-12-22T14:59:51.040Z,"38km SSW of Ust'-Kamchatsk Staryy, Russia",earthquake,11.9,8,0.044,149,reviewed,us,us
2019-12-22T13:07:42.244Z,54.489,160.0541,102.31,4.6,mb,,128,1.688,0.39,us,us70006ptv,2019-12-22T14:43:38.040Z,"182km NE of Yelizovo, Russia",earthquake,9.6,7.6,0.033,269,reviewed,us,us
2019-12-22T12:33:48.702Z,39.0115,140.834,42.83,4.6,mb,,128,2.241,0.32,us,us70006ptd,2019-12-22T13:41:37.040Z,"27km WNW of Ichinoseki, Japan",earthquake,8.7,6.2,0.06,82,reviewed,us,us
2019-12-22T12:28:17.509Z,-6.3301,103.749,35,4.5,mb,,130,2.11,0.77,us,us70006pte,2019-12-22T13:31:31.040Z,"114km SSW of Biha, Indonesia",earthquake,9,2,0.132,17,reviewed,us,us
2019-12-22T11:27:29.788Z,32.519,48.8291,10,5.1,mb,,61,3.662,0.88,us,us70006pss,2019-12-22T12:24:22.593Z,"43km ENE of Dezful, Iran",earthquake,6.2,1.8,0.044,168,reviewed,us,us
2019-12-22T07:39:38.175Z,6.6458,125.1503,10,4.8,mb,,92,0.598,0.67,us,us70006pqz,2019-12-22T08:28:40.040Z,"10km WNW of Kiblawan, Philippines",earthquake,6.5,1.5,0.102,30,reviewed,us,us
2019-12-22T04:56:44.041Z,29.2462,142.1406,18.04,4.7,mb,,139,2.142,0.49,us,us70006pqe,2019-12-22T05:16:13.040Z,"239km N of Chichi-shima, Japan",earthquake,8.9,5.2,0.108,26,reviewed,us,us
2019-12-22T03:23:14.959Z,6.7602,125.2514,21.77,4.8,mb,,79,0.447,0.96,us,us70006ppd,2019-12-22T03:39:41.040Z,"0km NE of Sinawilan, Philippines",earthquake,4.2,6.3,0.091,37,reviewed,us,us
2019-12-22T02:21:51.586Z,-1.3495,69.5032,10,4.9,mb,,72,3.941,0.89,us,us70006pp0,2019-12-22T02:55:14.040Z,"Carlsberg Ridge",earthquake,9.2,1.8,0.091,38,reviewed,us,us
2019-12-21T22:52:33.911Z,55.8118,-151.7053,10.6,5,mww,,,,4.44,us,us70006plt,2019-12-31T23:02:47.013Z,"224km SSE of Kodiak, Alaska",earthquake,6.9,4.1,0.042,55,reviewed,ak,us
2019-12-21T22:52:06.192Z,56.0316,-151.2384,4.1,4.6,ml,,,,0.79,ak,ak019gbh6wx5,2019-12-31T04:46:53.478Z,"150km S of Kodiak Station, Alaska",earthquake,,2.9,,,reviewed,ak,ak
2019-12-21T21:43:18.318Z,32.3116,142.4914,10,4.7,mb,,134,2.395,0.58,us,us70006pld,2019-12-21T22:30:43.040Z,"266km ESE of Hachijo-jima, Japan",earthquake,4.9,1.9,0.112,24,reviewed,us,us
2019-12-21T21:26:53.583Z,6.5979,125.3019,29.5,4.9,mb,,44,0.543,1.26,us,us70006pkn,2019-12-21T22:00:43.040Z,"4km W of Sulop, Philippines",earthquake,6.6,5.5,0.082,49,reviewed,us,us
2019-12-21T21:16:21.357Z,45.7837,-27.5063,10,4.9,mb,,61,8.149,0.81,us,us70006pl3,2019-12-21T22:11:12.040Z,"Northern Mid-Atlantic Ridge",earthquake,10.1,1.9,0.048,134,reviewed,us,us
2019-12-21T20:34:50.326Z,-56.9603,-67.2833,18.54,5.2,mb,,150,2.042,0.84,us,us70006pjv,2019-12-21T20:50:56.040Z,"248km SSE of Ushuaia, Argentina",earthquake,7.3,2.7,0.067,73,reviewed,us,us
2019-12-21T19:04:38.290Z,-6.0763,147.1994,58.77,4.5,mb,,63,3.307,0.92,us,us70006pi1,2019-12-22T06:33:56.040Z,"75km NNE of Lae, Papua New Guinea",earthquake,8.6,8.5,0.106,26,reviewed,us,us
2019-12-21T17:47:27.598Z,13.1128,-88.7462,75.25,4.5,mb,,164,1.411,0.82,us,us70006ph7,2019-12-24T15:17:35.040Z,"28km SW of Puerto El Triunfo, El Salvador",earthquake,6.3,9.8,0.053,113,reviewed,us,us
2019-12-21T15:43:01.173Z,-29.6261,-177.1484,10,4.8,mb,,131,0.779,0.88,us,us70006pfq,2019-12-21T16:10:15.040Z,"83km ESE of Raoul Island, New Zealand",earthquake,9.9,1.9,0.139,16,reviewed,us,us
2019-12-21T11:25:28.222Z,-5.1051,134.0089,10,4.5,mb,,77,2.792,1.02,us,us70006pen,2019-12-21T11:51:38.040Z,"76km NNW of Dobo, Indonesia",earthquake,8.5,1.9,0.11,24,reviewed,us,us
2019-12-21T11:16:00.172Z,-3.0573,150.2689,10,4.5,mb,,192,2.201,0.66,us,us70006pek,2019-12-21T11:35:32.040Z,"79km SW of Kavieng, Papua New Guinea",earthquake,7.4,2,0.131,17,reviewed,us,us
2019-12-21T06:18:00.046Z,-3.2726,139.6401,63.27,4.7,mb,,55,7.388,0.66,us,us70006pcr,2019-12-21T08:25:27.040Z,"126km SW of Abepura, Indonesia",earthquake,10.2,7.6,0.09,37,reviewed,us,us
2019-12-21T05:10:13.754Z,-3.2738,146.2138,10,4.6,mb,,114,1.679,0.5,us,us70006pcd,2019-12-21T05:41:59.040Z,"181km SW of Lorengau, Papua New Guinea",earthquake,5.6,1.9,0.091,36,reviewed,us,us
2019-12-21T04:17:58.706Z,-17.6535,-174.6947,156.04,4.9,mb,,52,4.663,0.76,us,us70006pc0,2019-12-21T04:36:10.040Z,"133km NW of Neiafu, Tonga",earthquake,10.1,7,0.033,280,reviewed,us,us
2019-12-21T02:33:14.676Z,-31.3056,-13.4846,10,5.1,mb,,79,16.831,0.76,us,us70006pba,2019-12-21T02:49:58.040Z,"Southern Mid-Atlantic Ridge",earthquake,12.4,1.9,0.08,51,reviewed,us,us
2019-12-21T02:25:43.917Z,-31.2011,-13.3377,10,5,mb,,79,30.318,0.51,us,us70006pb7,2019-12-21T02:42:23.040Z,"Southern Mid-Atlantic Ridge",earthquake,13,1.9,0.081,48,reviewed,us,us
2019-12-21T02:07:40.292Z,-3.5787,149.71,10,5,mb,,81,2.522,0.73,us,us70006pb4,2019-12-21T02:26:54.040Z,"164km SW of Kavieng, Papua New Guinea",earthquake,5.5,1.7,0.097,34,reviewed,us,us
2019-12-20T22:35:15.793Z,-3.6858,149.8071,10,4.8,mb,,74,2.404,0.83,us,us70006p9t,2019-12-20T22:53:40.040Z,"164km SW of Kavieng, Papua New Guinea",earthquake,8.1,1.9,0.119,22,reviewed,us,us
2019-12-20T20:54:37.392Z,32.9676,142.5209,35.88,4.6,mb,,122,2.278,0.62,us,us70006p8f,2019-12-21T16:24:41.040Z,"254km E of Hachijo-jima, Japan",earthquake,8.7,7,0.078,53,reviewed,us,us
2019-12-20T19:40:52.438Z,32.8686,142.6985,10,5.2,mww,,29,2.436,0.85,us,us70006p7m,2019-12-21T16:07:39.040Z,"271km E of Hachijo-jima, Japan",earthquake,6.7,1.7,0.049,40,reviewed,us,us
2019-12-20T17:20:19.561Z,-21.4537,-173.8537,10,4.9,mb,,111,4.379,0.92,us,us70006p5d,2019-12-21T14:54:29.040Z,"114km E of `Ohonua, Tonga",earthquake,6.4,1.9,0.096,40,reviewed,us,us
2019-12-20T16:55:47.295Z,6.7245,125.1955,10,4.8,mb,,78,0.512,0.66,us,us70006p50,2019-12-20T17:10:05.481Z,"4km SSE of Magsaysay, Philippines",earthquake,5.4,1.9,0.109,26,reviewed,us,us
2019-12-20T11:39:52.941Z,36.5344,70.4374,210.22,6.1,mww,,19,1.394,1,us,us70006p18,2019-12-25T06:06:43.718Z,"51km SW of Jarm, Afghanistan",earthquake,6.2,5.1,0.062,25,reviewed,us,us
2019-12-20T11:27:14.410Z,59.4441,-30.4803,10,4.6,mb,,93,6.833,0.56,us,us70006p1p,2019-12-20T12:16:08.040Z,"Reykjanes Ridge",earthquake,7.5,1.6,0.047,136,reviewed,us,us
2019-12-20T09:35:27.334Z,-7.76,127.515,196.51,4.6,mb,,49,3.755,1.07,us,us70006p09,2019-12-20T14:45:51.807Z,"231km ENE of Dili, East Timor",earthquake,8.5,8.1,0.091,36,reviewed,us,us
2019-12-20T09:29:29.849Z,59.6112,-30.618,10,4.6,mb,,88,6.737,0.99,us,us70006p0j,2019-12-20T15:15:53.040Z,"Reykjanes Ridge",earthquake,6.9,1.8,0.048,130,reviewed,us,us
2019-12-20T06:58:17.855Z,59.6006,-30.3488,10,4.6,mb,,74,6.666,0.44,us,us70006nyz,2019-12-20T08:15:11.040Z,"Reykjanes Ridge",earthquake,11.4,1.9,0.054,100,reviewed,us,us
2019-12-20T06:13:39.825Z,59.464,-30.394,10,4.7,mb,,76,20.123,0.62,us,us70006nyj,2019-12-20T07:30:04.040Z,"Reykjanes Ridge",earthquake,13.1,1.9,0.06,85,reviewed,us,us
2019-12-20T06:11:50.430Z,59.6512,-30.4097,10,5,mb,,65,6.643,0.47,us,us70006nyq,2019-12-20T07:07:35.040Z,"Reykjanes Ridge",earthquake,8.7,1.9,0.037,237,reviewed,us,us
2019-12-20T05:44:29.629Z,59.4416,-30.3236,10,4.6,mb,,143,21.664,0.48,us,us70006ny5,2019-12-20T08:52:48.040Z,"Reykjanes Ridge",earthquake,12.9,1.9,0.06,83,reviewed,us,us
2019-12-20T04:41:16.548Z,36.3897,68.8996,44.52,4.5,mb,,75,1.325,0.99,us,us70006nxm,2019-12-24T22:49:21.040Z,"33km NNE of Baghlan, Afghanistan",earthquake,5.6,10.2,0.132,17,reviewed,us,us
2019-12-20T03:08:53.624Z,15.419,-91.7304,197.5,4.5,mb,,126,0.241,0.62,us,us70006nwm,2019-12-20T03:30:45.040Z,"2km NW of Colotenango, Guatemala",earthquake,9.5,7.4,0.084,42,reviewed,us,us
2019-12-19T22:16:20.980Z,34.6953,79.7421,10,4.5,mb,,109,5.466,0.75,us,us70006nu2,2019-12-31T02:03:34.477Z,"141km N of Rutog, China",earthquake,8.7,1.9,0.093,34,reviewed,us,us
2019-12-19T20:28:41.575Z,30.6505,131.0337,40.92,4.9,mb,,128,2.47,0.68,us,us70006nnv,2019-12-19T21:00:04.040Z,"9km SSE of Nishinoomote, Japan",earthquake,8.8,7.2,0.056,100,reviewed,us,us
2019-12-19T19:01:54.407Z,5.1135,94.4601,60.18,4.7,mb,,156,2.479,0.74,us,us70006nm3,2019-12-19T19:38:15.040Z,"107km WSW of Banda Aceh, Indonesia",earthquake,7.1,7.4,0.089,38,reviewed,us,us
2019-12-19T18:36:40.797Z,-23.9928,-67.0378,218.86,4.6,mb,,87,1.473,0.77,us,us70006nlj,2019-12-19T19:23:28.040Z,"77km WNW of San Antonio de los Cobres, Argentina",earthquake,10,8.8,0.182,9,reviewed,us,us
2019-12-19T15:25:58.827Z,1.7971,8.1886,10,5.5,mww,,34,2.779,0.7,us,us70006nih,2019-12-20T19:22:09.799Z,"87km ENE of Santo Antonio, Sao Tome and Principe",earthquake,7.3,1.8,0.065,23,reviewed,us,us
2019-12-19T14:41:56.776Z,13.6794,-91.248,43.5,4.7,mb,,154,0.945,1.24,us,us70006nhs,2019-12-19T15:56:52.040Z,"49km SSW of La Gomera, Guatemala",earthquake,9.1,8.1,0.033,276,reviewed,us,us
2019-12-19T12:39:11.400Z,13.6428,-91.331,35,5.1,mb,,199,0.945,1.19,us,us70006ngc,2019-12-19T22:34:33.728Z,"57km SSW of La Gomera, Guatemala",earthquake,3.3,2,0.074,60,reviewed,us,us
2019-12-19T12:35:32.201Z,13.6896,-91.3137,31.22,5.9,mww,,126,0.908,1.42,us,us70006ng5,2019-12-20T12:37:54.597Z,"52km SSW of La Gomera, Guatemala",earthquake,7.6,4.3,0.059,28,reviewed,us,us
2019-12-19T12:23:35.126Z,-7.4068,128.8637,148.11,4.5,mb,,66,2.48,0.98,us,us70006nfp,2019-12-26T06:50:08.040Z,"277km WNW of Saumlaki, Indonesia",earthquake,9.2,9.1,0.104,27,reviewed,us,us
2019-12-19T12:07:55.798Z,32.525,87.0848,10,4.9,mb,,132,8.092,0.87,us,us70006nf9,2019-12-19T12:30:55.040Z,"205km NE of Maindong, China",earthquake,9.8,1.9,0.065,74,reviewed,us,us
2019-12-19T11:55:32.506Z,18.5517,145.6138,186.76,5.6,mww,,21,3.296,1.11,us,us70006nf0,2019-12-29T12:05:41.476Z,"24km SSW of Agrihan, Northern Mariana Islands",earthquake,8,5.9,0.071,19,reviewed,us,us
2019-12-19T10:58:36.601Z,-23.6281,-179.9137,502.01,4.8,mb,,64,6.155,1.26,us,us70006nef,2019-12-19T11:27:23.040Z,"South of the Fiji Islands",earthquake,13,7.3,0.036,237,reviewed,us,us
2019-12-19T10:11:51.495Z,6.6868,125.2688,10,4.7,mb,,87,0.489,0.76,us,us70006ne6,2019-12-19T12:24:09.297Z,"1km ENE of Matanao, Philippines",earthquake,4.9,1.9,0.115,23,reviewed,us,us
2019-12-19T06:21:33.937Z,40.6017,142.106,54.79,5.1,mww,,82,0.813,0.84,us,us70006nbm,2019-12-19T13:33:21.007Z,"52km ENE of Hachinohe, Japan",earthquake,5.9,5.8,0.08,15,reviewed,us,us
2019-12-19T04:49:39.280Z,-26.2885,178.3809,623.63,5.5,mww,,45,4.4,1.02,us,us70006nak,2019-12-20T04:51:15.969Z,"South of the Fiji Islands",earthquake,10.5,5.9,0.08,15,reviewed,us,us
2019-12-19T00:33:04.897Z,-1.595,67.7775,10,4.7,mb,,79,5.613,0.75,us,us70006n9b,2019-12-19T00:52:39.040Z,"Carlsberg Ridge",earthquake,9,1.9,0.086,41,reviewed,us,us
2019-12-19T00:23:40.577Z,36.2728,140.8501,81.87,4.5,mb,,140,2.147,1.01,us,us70006n94,2019-12-19T03:50:25.040Z,"22km ESE of Oarai, Japan",earthquake,8.3,8.9,0.101,29,reviewed,us,us
2019-12-18T22:10:58.924Z,-5.4485,152.1649,10,5.1,mb,,98,1.249,1.19,us,us70006n78,2019-12-18T22:27:25.040Z,"121km S of Kokopo, Papua New Guinea",earthquake,9.1,1.9,0.077,55,reviewed,us,us
2019-12-18T21:52:04.357Z,58.5347,-137.6983,2,5.1,mww,,,,1.11,ak,ak019g6hzf53,2019-12-31T22:02:14.788Z,"113km W of Gustavus, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-12-18T20:25:57.782Z,46.942,152.6693,78.54,4.9,mb,,131,6.783,0.64,us,us60006td2,2019-12-27T00:33:44.040Z,"Kuril Islands",earthquake,10,5.1,0.034,273,reviewed,us,us
2019-12-18T17:39:06.905Z,-21.7643,-68.4973,117.88,4.5,mwr,,55,0.692,0.91,us,us60006t9z,2019-12-27T00:28:07.040Z,"89km NNE of Calama, Chile",earthquake,7,6.7,,,reviewed,us,guc
2019-12-18T17:02:23.852Z,-6.0044,147.149,74.87,4.5,mb,,109,3.378,0.44,us,us60006t9d,2019-12-27T00:38:10.040Z,"81km NNE of Lae, Papua New Guinea",earthquake,10.6,14.5,0.132,17,reviewed,us,us
2019-12-18T16:45:59.500Z,5.774,126.3666,53.78,4.5,mb,,116,1.506,0.86,us,us60006t7n,2019-12-18T23:26:12.040Z,"68km SSE of Pondaguitan, Philippines",earthquake,7.4,7.8,0.102,28,reviewed,us,us
2019-12-18T12:24:58.210Z,-15.4309,-72.4383,134.19,4.6,mb,,133,3.545,0.99,us,us60006t5u,2019-12-18T13:12:15.040Z,"20km SSW of Orcopampa, Peru",earthquake,9.2,11.6,0.182,9,reviewed,us,us
2019-12-18T12:19:57.848Z,-23.3662,-177.1577,167.5,5.3,mww,,34,5.895,1.16,us,us60006t5r,2019-12-18T16:16:16.040Z,"South of the Fiji Islands",earthquake,10.4,6.5,0.08,15,reviewed,us,us
2019-12-18T11:54:17.077Z,43.432,145.8823,110.76,4.7,mb,,133,2.457,0.7,us,us60006t5k,2019-12-18T12:15:57.040Z,"27km ENE of Nemuro, Japan",earthquake,9.2,7.8,0.059,87,reviewed,us,us
2019-12-18T09:51:17.414Z,38.4891,-29.0528,10,4.8,mb,,83,2.875,0.73,us,us60006t4j,2019-12-19T00:31:39.206Z,"30km W of Ribeira Grande, Portugal",earthquake,11,1.9,0.049,131,reviewed,us,us
2019-12-18T09:18:23.116Z,23.3277,142.5401,57.37,4.9,mb,,95,3.765,0.99,us,us60006t44,2019-12-18T09:36:02.040Z,"202km SE of Iwo Jima, Japan",earthquake,10.7,7.6,0.052,117,reviewed,us,us
2019-12-18T08:11:03.916Z,-20.2541,-69.0268,97.87,4.9,mb,,56,0.163,0.99,us,us60006t3a,2019-12-19T23:28:05.040Z,"116km E of Iquique, Chile",earthquake,6.4,6,0.075,55,reviewed,us,us
2019-12-18T04:44:14.427Z,-41.1773,-89.2325,10,5.5,mww,,126,11.173,0.93,us,us60006t11,2019-12-19T04:46:17.434Z,"Southeast of Easter Island",earthquake,11.6,1.9,0.051,37,reviewed,us,us
2019-12-18T03:46:44.246Z,76.0226,7.0876,10,4.8,mb,,120,3.001,0.98,us,us60006t0j,2019-12-18T03:59:17.040Z,"Svalbard region",earthquake,9.6,1.9,0.054,106,reviewed,us,us
2019-12-18T01:56:44.070Z,-29.7521,-178.5187,10,5.9,mww,,62,0.72,0.56,us,us60006szl,2019-12-19T01:59:02.628Z,"80km SW of Raoul Island, New Zealand",earthquake,6.3,1.9,0.071,19,reviewed,us,us
2019-12-18T00:32:16.073Z,-23.5793,-179.9526,539.95,4.9,mb,,70,5.927,0.94,us,us60006sy5,2019-12-18T01:08:05.040Z,"South of the Fiji Islands",earthquake,11.5,6.5,0.079,50,reviewed,us,us
2019-12-18T00:22:33.168Z,6.6969,125.1958,10,5,mb,,70,0.531,1.06,us,us60006sxu,2019-12-18T00:40:19.040Z,"6km WNW of Matanao, Philippines",earthquake,6.5,1.9,0.059,93,reviewed,us,us
2019-12-18T00:14:07.010Z,29.6392,104.9456,10,5.2,mb,,33,9.62,0.82,us,us60006sxj,2019-12-21T12:40:51.924Z,"12km WNW of Neijiang, China",earthquake,8.6,1.9,0.041,198,reviewed,us,us
2019-12-17T23:35:21.532Z,27.3561,128.3116,40.65,5.1,mww,,52,0.519,0.96,us,us60006sxb,2019-12-18T04:38:38.982Z,"91km NNE of Nago, Japan",earthquake,6.6,6.8,0.08,15,reviewed,us,us
2019-12-17T20:23:01.139Z,-22.4873,170.4242,10,4.8,mww,,98,2.436,1.2,us,us60006stq,2019-12-18T20:07:47.040Z,"167km W of Ile Hunter, New Caledonia",earthquake,7.7,1.9,0.086,13,reviewed,us,us
2019-12-17T20:18:04.853Z,6.5217,125.5161,11.45,5.4,mww,,52,0.548,0.9,us,us60006st8,2019-12-18T20:20:19.953Z,"3km ESE of Basiawan, Philippines",earthquake,8.1,2.4,0.073,18,reviewed,us,us
2019-12-17T07:32:24.738Z,-44.4898,37.1471,10,4.8,mb,,54,13.975,1.05,us,us60006skh,2019-12-17T08:38:02.040Z,"273km N of Marion Island, Prince Edward Islands",earthquake,9.3,1.8,0.098,32,reviewed,us,us
2019-12-17T06:45:19.858Z,18.817,147.09,51.92,4.9,mb,,83,3.767,0.54,us,us60006sk8,2019-12-17T07:13:45.040Z,"150km E of Agrihan, Northern Mariana Islands",earthquake,8,6.6,0.054,127,reviewed,us,us
2019-12-17T06:07:17.303Z,6.618,125.1816,10,4.9,mb,,74,0.597,1.06,us,us60006sjw,2019-12-17T07:24:30.851Z,"6km W of Kiblawan, Philippines",earthquake,5,1.9,0.074,75,reviewed,us,us
2019-12-17T02:04:05.322Z,-23.4153,-179.9663,542.41,5.1,mb,,63,5.938,0.87,us,us60006shv,2019-12-17T02:19:13.040Z,"South of the Fiji Islands",earthquake,11.1,8.9,0.091,39,reviewed,us,us
2019-12-16T21:04:06.192Z,23.4217,142.4709,114.34,4.6,mb,,158,3.667,0.73,us,us60006scf,2019-12-16T22:53:48.040Z,"190km SE of Iwo Jima, Japan",earthquake,5.6,8.5,0.096,32,reviewed,us,us
2019-12-16T19:54:26.663Z,6.6005,125.2625,10,4.5,mb,,92,0.562,1.13,us,us60006sb1,2019-12-18T18:16:34.040Z,"3km ESE of Kiblawan, Philippines",earthquake,4.4,1.8,0.106,26,reviewed,us,us
2019-12-16T18:57:45.394Z,1.7695,126.5681,35,4.7,mb,,113,1.272,1,us,us60006s9v,2019-12-18T15:22:04.040Z,"140km NW of Kota Ternate, Indonesia",earthquake,4.9,2,0.078,50,reviewed,us,us
2019-12-16T17:19:51.204Z,-15.2105,-172.9327,10,4.9,mb,,70,1.71,1.33,us,us60006s86,2019-12-16T18:16:08.040Z,"119km NE of Hihifo, Tonga",earthquake,6.4,1.9,0.095,35,reviewed,us,us
2019-12-16T16:46:47.611Z,-8.4023,159.0148,69.07,5.4,mww,,47,7.991,0.94,us,us60006s7q,2019-12-19T17:32:11.711Z,"39km S of Dadali, Solomon Islands",earthquake,9.7,5.1,0.054,33,reviewed,us,us
2019-12-16T16:21:53.411Z,6.5526,125.327,10,4.9,mww,,90,0.571,0.63,us,us60006s7h,2019-12-16T17:06:16.594Z,"5km SSW of Sulop, Philippines",earthquake,5.4,1.4,0.08,15,reviewed,us,us
2019-12-16T14:49:16.827Z,-2.9654,100.9483,47.02,5.6,mww,,95,2.435,0.65,us,us60006s6p,2019-12-19T17:34:30.016Z,"108km SSW of Sungaipenuh, Indonesia",earthquake,7.4,6.4,0.062,25,reviewed,us,us
2019-12-16T13:52:21.137Z,-5.9108,129.9978,207.81,4.6,mb,,121,2.43,0.38,us,us60006s66,2019-12-16T15:12:51.040Z,"268km NNW of Saumlaki, Indonesia",earthquake,10.8,9.9,0.122,20,reviewed,us,us
2019-12-16T13:48:00.458Z,6.6834,125.1508,10,4.6,mb,,98,0.572,0.64,us,us60006s6b,2019-12-16T15:35:30.040Z,"9km SSW of Magsaysay, Philippines",earthquake,5.8,1.9,0.122,20,reviewed,us,us
2019-12-16T12:52:33.719Z,-7.1081,106.0285,57.61,4.8,mb,,173,4.098,0.63,us,us60006s5l,2019-12-16T14:15:30.040Z,"26km SSW of Panyaungan Timur, Indonesia",earthquake,10,6.3,0.084,44,reviewed,us,us
2019-12-16T12:34:02.734Z,6.7122,125.1409,10,4.6,mb,,98,0.561,0.83,us,us60006s5g,2019-12-16T13:01:08.040Z,"7km SW of Magsaysay, Philippines",earthquake,7.5,1.9,0.122,20,reviewed,us,us
2019-12-16T11:25:58.239Z,24.509,121.7971,51.53,4.9,mb,,38,0.381,1.25,us,us60006s4x,2019-12-17T23:56:21.688Z,"11km SSW of Su'ao, Taiwan",earthquake,5.1,5.9,0.055,105,reviewed,us,us
2019-12-16T08:53:31.144Z,6.6238,125.4821,25.66,5,mww,,89,0.453,0.93,us,us60006s3m,2019-12-16T09:13:02.040Z,"4km ENE of Tanlad, Philippines",earthquake,7.3,4.5,0.08,15,reviewed,us,us
2019-12-16T08:25:27.190Z,38.0696,20.3665,25.14,4.7,mb,,97,1.524,0.78,us,us60006s36,2019-12-16T09:00:36.040Z,"15km SSW of Lixourion, Greece",earthquake,6.6,4.4,0.142,15,reviewed,us,us
2019-12-16T07:41:51.596Z,4.451,123.0299,571.25,4.5,mb,,84,3.633,0.72,us,us60006s2g,2019-12-16T08:05:49.040Z,"215km SE of Tabiauan, Philippines",earthquake,10.2,8.7,0.087,39,reviewed,us,us
2019-12-16T04:50:33.281Z,-18.4578,-172.1112,10,4.6,mb,,70,2.158,0.85,us,us60006s10,2019-12-16T05:20:32.040Z,"198km E of Neiafu, Tonga",earthquake,6.4,1.9,0.128,18,reviewed,us,us
