time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-12-16T04:13:22.982Z,0.0315,123.9281,113.68,4.5,mb,,62,1.572,0.96,us,us60006s0d,2019-12-16T05:36:20.040Z,"39km S of Molibagu, Indonesia",earthquake,7.4,6.4,0.079,47,reviewed,us,us
2019-12-16T02:34:36.024Z,6.6529,125.1085,10,4.7,mb,,77,0.624,0.83,us,us60006rzg,2019-12-16T02:59:04.040Z,"14km WNW of Kiblawan, Philippines",earthquake,7.3,1.9,0.092,36,reviewed,us,us
2019-12-15T21:52:03.207Z,42.7899,141.9526,42.95,4.6,mb,,80,1.181,0.64,us,us60006rwz,2019-12-16T03:07:17.972Z,"24km E of Chitose, Japan",earthquake,6.1,7.7,0.044,154,reviewed,us,us
2019-12-15T20:59:22.417Z,0.5688,96.4356,41.32,4.7,mb,,128,1.353,1.03,us,us60006rwl,2019-12-15T21:41:30.040Z,"211km S of Sinabang, Indonesia",earthquake,11.2,8,0.082,45,reviewed,us,us
2019-12-15T19:58:37.179Z,32.9758,141.8595,20,4.6,mb,,129,1.723,1.01,us,us60006rw9,2019-12-15T20:17:58.040Z,"192km E of Hachijo-jima, Japan",earthquake,7.7,3.8,0.122,20,reviewed,us,us
2019-12-15T19:42:55.474Z,12.543,-86.8645,163.82,4.6,mb,,144,0.073,0.39,us,us60006rvv,2019-12-15T19:56:01.040Z,"2km NNW of Telica, Nicaragua",earthquake,8.7,7.1,0.101,29,reviewed,us,us
2019-12-15T19:23:37.350Z,-14.2764,-71.9903,83.42,4.9,mb,,113,4.084,0.77,us,us60006rvh,2019-12-15T19:49:39.040Z,"21km NNE of Santo Tomas, Peru",earthquake,11.8,8.5,0.034,271,reviewed,us,us
2019-12-15T19:13:50.507Z,35.1201,140.8132,51.31,4.7,mb,,126,2.164,0.8,us,us60006rvf,2019-12-16T09:47:43.432Z,"41km ESE of Ohara, Japan",earthquake,6.6,9.2,0.148,14,reviewed,us,us
2019-12-15T19:02:02.493Z,6.5997,125.1634,10,4.8,mb,,93,0.623,0.52,us,us60006rv6,2019-12-15T19:16:27.040Z,"8km W of Kiblawan, Philippines",earthquake,7.9,1.9,0.131,18,reviewed,us,us
2019-12-15T18:42:08.052Z,-24.1737,-67.2393,181.73,5,mww,,70,1.49,1.03,us,us60006rv1,2019-12-15T18:55:16.040Z,"93km W of San Antonio de los Cobres, Argentina",earthquake,8.6,7.7,0.08,15,reviewed,us,us
2019-12-15T18:24:06.436Z,6.6317,125.2819,16.74,4.8,mb,,92,0.525,1.29,us,us60006rux,2019-12-15T19:02:04.040Z,"3km S of Malinao, Philippines",earthquake,4.4,5.5,0.091,37,reviewed,us,us
2019-12-15T18:16:44.474Z,6.4197,125.4301,10,4.6,mb,,151,0.662,1.2,us,us60006ruu,2019-12-15T18:57:24.040Z,"9km SSW of Pung-Pang, Philippines",earthquake,5.6,2,0.132,17,reviewed,us,us
2019-12-15T17:57:06.746Z,-26.8756,-65.3683,35.94,5,mb,,73,3.359,0.55,us,us60006rul,2019-12-15T21:06:28.258Z,"8km SW of Yerba Buena, Argentina",earthquake,3.9,8.7,0.039,214,reviewed,us,us
2019-12-15T16:32:28.020Z,-15.3726,167.53,113.18,4.9,mb,,59,0.323,0.76,us,us60006ru7,2019-12-19T17:18:08.040Z,"42km ENE of Luganville, Vanuatu",earthquake,9.4,4.4,0.081,48,reviewed,us,us
2019-12-15T16:16:27.504Z,-48.9474,105.0953,10,5,mb,,62,17.61,0.48,us,us60006ru1,2019-12-19T17:15:30.040Z,"Southeast Indian Ridge",earthquake,12.3,1.9,0.087,42,reviewed,us,us
2019-12-15T16:11:44.836Z,6.5702,125.3311,10,4.6,mb,,99,0.554,1.03,us,us60006rub,2019-12-15T17:52:34.040Z,"3km SSW of Sulop, Philippines",earthquake,7,1.9,0.077,50,reviewed,us,us
2019-12-15T15:41:39.876Z,-55.5782,-129.0591,10,5,mb,,70,30.485,0.77,us,us60006rtz,2019-12-19T17:13:02.040Z,"Pacific-Antarctic Ridge",earthquake,13.5,1.8,0.084,45,reviewed,us,us
2019-12-15T15:11:18.906Z,-5.4737,153.0422,22.42,4.7,mb,,128,1.545,0.36,us,us60006rte,2019-12-15T17:49:05.040Z,"111km S of Taron, Papua New Guinea",earthquake,8.3,4.4,0.08,47,reviewed,us,us
2019-12-15T15:11:03.748Z,-54.2504,-130.6459,10,5.1,mb,,91,29.147,0.97,us,us60006t8l,2019-12-19T17:09:48.040Z,"Pacific-Antarctic Ridge",earthquake,5.5,1.9,0.097,34,reviewed,us,us
2019-12-15T14:40:34.499Z,-22.2589,-177.7573,218.29,4.6,mb,,198,5.973,0.57,us,us60006rsx,2019-12-19T16:25:22.040Z,"203km SSE of Ndoi Island, Fiji",earthquake,17,15.4,0.122,20,reviewed,us,us
2019-12-15T14:09:11.240Z,1.7473,127.2772,109.84,5.3,mww,,44,0.973,0.76,us,us60006rsm,2019-12-15T15:17:15.644Z,"81km W of Tobelo, Indonesia",earthquake,4.4,5.9,0.078,16,reviewed,us,us
2019-12-15T12:38:53.674Z,6.591,125.2198,10,5.3,mb,,82,6.164,0.89,us,us60006rs7,2019-12-15T20:41:26.963Z,"3km SW of Kiblawan, Philippines",earthquake,6.8,1.8,0.055,111,reviewed,us,us
2019-12-15T11:15:35.780Z,6.6057,125.1798,10,4.7,mb,,77,0.608,0.69,us,us60006rrn,2019-12-15T11:43:11.040Z,"6km W of Kiblawan, Philippines",earthquake,4.9,1.9,0.079,49,reviewed,us,us
2019-12-15T09:52:22.608Z,-37.6344,177.2097,147.16,5.1,mb,,49,0.874,1.05,us,us60006rr2,2019-12-16T09:18:57.367Z,"41km NNE of Whakatane, New Zealand",earthquake,8.3,6.6,0.073,61,reviewed,us,us
2019-12-15T08:55:11.873Z,6.6301,125.4194,10,4.7,mb,,98,0.464,0.67,us,us60006rq9,2019-12-15T09:23:22.040Z,"4km NNE of Malalag, Philippines",earthquake,6.4,1.9,0.068,67,reviewed,us,us
2019-12-15T08:51:08.938Z,6.5407,125.133,11.73,4.7,mb,,88,0.687,0.79,us,us60006rq8,2019-12-15T09:09:58.040Z,"10km ENE of Lambayong, Philippines",earthquake,4.2,5.3,0.091,37,reviewed,us,us
2019-12-15T07:56:49.473Z,6.7507,125.1907,12.86,4.9,mb,,75,0.499,1.01,us,us60006rq6,2019-12-15T08:52:11.040Z,"1km SSE of Magsaysay, Philippines",earthquake,6,4.8,0.072,61,reviewed,us,us
2019-12-15T07:53:44.434Z,6.6181,125.3081,17.08,5,mb,,80,0.523,0.63,us,us60006rpz,2019-12-15T08:21:54.040Z,"4km WSW of Padada, Philippines",earthquake,4.1,4.6,0.06,89,reviewed,us,us
2019-12-15T07:49:54.707Z,6.703,125.1716,14.91,5,mb,,68,0.544,0.61,us,us60006rpx,2019-12-15T08:28:10.040Z,"7km S of Magsaysay, Philippines",earthquake,6,3.9,0.068,69,reviewed,us,us
2019-12-15T07:33:55.578Z,6.6133,125.2965,11.58,4.7,mb,,94,0.533,0.98,us,us60006rpv,2019-12-15T08:06:22.040Z,"5km WNW of Sulop, Philippines",earthquake,6.9,1.6,0.092,36,reviewed,us,us
2019-12-15T07:18:13.675Z,6.7943,125.339,18.79,5,mb,,85,0.362,0.58,us,us60006rpy,2019-12-15T17:01:21.221Z,"2km E of Goma, Philippines",earthquake,3.3,5.1,0.08,49,reviewed,us,us
2019-12-15T07:09:21.181Z,6.5268,125.2987,10,5.7,mb,,21,0.607,1.26,us,us60006rpn,2019-12-16T19:20:20.040Z,"9km SSW of Sulop, Philippines",earthquake,6,1.8,0.04,226,reviewed,us,us
2019-12-15T06:52:43.464Z,6.5289,125.3534,10,4.8,mb,,97,0.582,0.82,us,us60006rpj,2019-12-15T07:56:46.040Z,"6km SSW of New Baclayon, Philippines",earthquake,6,1.9,0.083,45,reviewed,us,us
2019-12-15T06:34:57.512Z,6.7717,125.2694,16.92,4.9,mb,,70,0.426,0.89,us,us60006rpk,2019-12-15T17:01:18.292Z,"2km N of Managa, Philippines",earthquake,6.8,4.7,0.084,45,reviewed,us,us
2019-12-15T06:32:25.140Z,6.6274,125.2579,10.8,5,mb,,82,0.543,0.74,us,us60006rpf,2019-12-15T17:01:27.125Z,"2km ENE of Kiblawan, Philippines",earthquake,5.5,3.5,0.066,73,reviewed,us,us
2019-12-15T06:11:52.066Z,6.7078,125.1884,22.41,6.8,mww,,19,0.528,1.39,us,us60006rp9,2019-12-20T01:42:33.405Z,"6km S of Magsaysay, Philippines",earthquake,7.4,3.5,0.051,37,reviewed,us,us
2019-12-15T01:18:36.572Z,41.3459,19.5269,10,4.5,mb,,107,1.101,1.22,us,us60006rmb,2019-12-21T10:16:38.858Z,"3km W of Shijak, Albania",earthquake,5.9,1.9,0.171,11,reviewed,us,us
2019-12-15T00:33:45.250Z,48.9703,154.8322,73.23,4.6,mb,,123,4.52,0.5,us,us60006rm7,2019-12-20T02:30:11.040Z,"211km SSW of Severo-Kuril'sk, Russia",earthquake,9.8,6.6,0.06,83,reviewed,us,us
2019-12-15T00:26:28.467Z,49.0417,154.8413,78.54,4.5,mb,,137,4.452,0.43,us,us60006rm5,2019-12-15T01:01:27.040Z,"204km SSW of Severo-Kuril'sk, Russia",earthquake,9.3,5.8,0.069,62,reviewed,us,us
2019-12-14T18:53:22.363Z,38.9314,79.1553,49.56,4.6,mwr,,85,2.267,0.63,us,us60006rj1,2019-12-17T16:59:50.040Z,"176km ENE of Shache, China",earthquake,7.4,6.8,0.086,13,reviewed,us,us
2019-12-14T16:36:03.349Z,-16.2167,176.9754,10,4.6,mb,,191,1.836,1.09,us,us60006ri5,2019-12-14T16:53:21.040Z,"163km NNW of Lautoka, Fiji",earthquake,6.1,2,0.146,16,reviewed,us,us
2019-12-14T13:41:45.947Z,-6.2176,132.4158,10,4.5,mb,,175,2.074,1.23,us,us60006rhi,2019-12-15T21:47:49.040Z,"71km SSW of Tual, Indonesia",earthquake,7.8,1.9,0.27,4,reviewed,us,us
2019-12-14T12:51:04.767Z,49.0503,154.8384,78.45,4.5,mb,,135,4.445,0.61,us,us60006rh7,2019-12-14T13:52:17.040Z,"203km SSW of Severo-Kuril'sk, Russia",earthquake,10.9,7.6,0.056,93,reviewed,us,us
2019-12-14T12:06:20.093Z,-6.1748,152.3278,10,4.9,mb,,114,1.977,0.59,us,us60006rgx,2019-12-15T07:02:02.635Z,"201km S of Kokopo, Papua New Guinea",earthquake,7.1,1.8,0.068,68,reviewed,us,us
2019-12-14T09:28:18.239Z,-22.8651,69.3492,10,4.8,mb,,64,20.879,0.57,us,us60006rg6,2019-12-14T09:49:46.040Z,"Mid-Indian Ridge",earthquake,10.2,1.9,0.076,54,reviewed,us,us
2019-12-14T07:27:04.518Z,12.9,-90.4126,36.08,4.5,mb,,190,1.807,1.34,us,us60006rfn,2019-12-14T08:17:26.040Z,"99km SW of Acajutla, El Salvador",earthquake,5.9,10.7,0.045,145,reviewed,us,us
2019-12-14T06:45:03.229Z,-5.6485,150.2827,133.02,4.8,mb,,62,2.368,0.97,us,us60006rfd,2019-12-14T07:11:44.040Z,"18km SE of Kimbe, Papua New Guinea",earthquake,8.5,6.9,0.106,27,reviewed,us,us
2019-12-14T06:39:45.771Z,6.4829,126.3208,83.07,4.8,mb,,114,0.939,0.75,us,us60006rfb,2019-12-15T17:01:24.237Z,"20km NE of Pondaguitan, Philippines",earthquake,9.2,7,0.09,38,reviewed,us,us
2019-12-14T06:12:35.948Z,-39.3173,176.1262,66.71,5.1,mb,,69,0.322,1.04,us,us60006rf4,2019-12-14T06:56:51.270Z,"38km SSE of Turangi, New Zealand",earthquake,5,6.4,0.108,28,reviewed,us,us
2019-12-14T04:57:37.680Z,-14.4222,167.6886,27,5.9,mww,,31,1.121,1.37,us,us60006rem,2019-12-16T19:10:28.040Z,"61km SSE of Sola, Vanuatu",earthquake,8.1,4.8,0.08,15,reviewed,us,us
2019-12-14T04:17:43.942Z,-28.3254,-176.2856,35,4.6,mb,,106,1.708,0.64,us,us60006re7,2019-12-14T04:51:19.040Z,"189km ENE of Raoul Island, New Zealand",earthquake,6.9,1.9,0.173,10,reviewed,us,us
2019-12-14T00:23:19.614Z,-32.5288,-177.7728,11.62,4.8,mb,,181,3.276,0.42,us,us70006pic,2019-12-23T05:00:17.040Z,"161km SE of L'Esperance Rock, New Zealand",earthquake,11,6.1,0.144,15,reviewed,us,us
2019-12-13T22:24:42.830Z,53.3692,-35.5233,10,4.6,mb,,194,9.461,0.66,us,us70006ns1,2019-12-20T03:23:57.040Z,"Reykjanes Ridge",earthquake,13.2,1.9,0.151,13,reviewed,us,us
2019-12-13T20:50:18.244Z,-24.2942,-67.0647,162.39,4.8,mww,,36,1.682,0.86,us,us60006r9h,2019-12-14T17:26:54.040Z,"76km W of San Antonio de los Cobres, Argentina",earthquake,4,6.2,0.08,15,reviewed,us,us
2019-12-13T18:39:57.769Z,30.7655,141.7864,3.13,4.6,mb,,81,2.881,0.54,us,us60006r52,2019-12-14T16:03:55.040Z,"Izu Islands, Japan region",earthquake,7.8,4.5,0.093,41,reviewed,us,us
2019-12-13T18:24:03.378Z,35.0236,139.5665,24.58,4.6,mb,,43,1.189,1,us,us60006r4u,2019-12-15T06:20:13.762Z,"13km SSW of Miura, Japan",earthquake,4.5,4.8,0.07,62,reviewed,us,us
2019-12-13T17:04:50.872Z,-0.9013,127.9245,22.05,5.3,mww,,27,1.753,0.76,us,us60006r35,2019-12-14T15:55:47.040Z,"57km NNE of Laiwui, Indonesia",earthquake,5.5,1.6,0.078,16,reviewed,us,us
2019-12-13T14:23:37.440Z,10.577,-86.0362,15.4,4.6,mb,,171,0.637,1.25,us,us60006rx4,2019-12-15T22:27:52.774Z,"43km W of Sardinal, Costa Rica",earthquake,4.6,6.5,0.044,155,reviewed,us,us
2019-12-13T12:43:16.317Z,-7.1571,129.0413,155.93,4.9,mb,,38,2.383,0.92,us,us60006r0j,2019-12-13T13:01:48.040Z,"265km WNW of Saumlaki, Indonesia",earthquake,7.6,7.6,0.083,46,reviewed,us,us
2019-12-13T08:11:29.837Z,-24.0797,-66.9261,223.37,4.6,mb,,50,1.606,0.92,us,us60006qy3,2019-12-20T07:29:12.040Z,"63km WNW of San Antonio de los Cobres, Argentina",earthquake,10.1,16.8,0.222,6,reviewed,us,us
2019-12-13T07:47:07.221Z,38.5182,-28.9308,10,4.7,mb,,96,2.789,1.13,us,us60006r4i,2019-12-13T18:31:32.040Z,"20km W of Ribeira Grande, Portugal",earthquake,8,1.7,0.099,35,reviewed,us,us
2019-12-13T06:40:45.073Z,12.1622,-86.4778,173.92,4.7,mb,,126,0.204,0.65,us,us60006qxh,2019-12-13T15:46:09.559Z,"14km W of Ciudad Sandino, Nicaragua",earthquake,6.4,4.1,0.058,89,reviewed,us,us
2019-12-13T04:39:15.961Z,39.4015,72.6407,10,4.9,mb,,76,0.652,1.43,us,us60006qwu,2019-12-17T18:43:46.818Z,"63km SW of Sary-Tash, Kyrgyzstan",earthquake,4.4,1,0.077,53,reviewed,us,us
2019-12-13T01:32:00.170Z,24.8391,122.5666,10,4.5,mb,,102,0.548,0.52,us,us70006nrb,2019-12-26T02:12:47.040Z,"60km NW of Yonakuni, Japan",earthquake,4.1,1.7,0.22,6,reviewed,us,us
2019-12-12T21:40:17.617Z,-28.5846,-177.3982,59.9,4.6,mb,,175,0.805,0.7,us,us70006nqs,2019-12-20T04:09:03.040Z,"90km NNE of Raoul Island, New Zealand",earthquake,12.2,7,0.132,17,reviewed,us,us
2019-12-12T18:59:41.549Z,-15.1409,-174.0017,98.53,4.8,mb,,75,2.477,0.67,us,us70006nqn,2019-12-26T23:47:56.040Z,"93km NNW of Hihifo, Tonga",earthquake,12.4,7.5,0.149,15,reviewed,us,us
2019-12-12T17:52:00.157Z,18.4792,145.6248,188.52,4.5,mb,,65,3.224,0.81,us,us70006nqm,2019-12-26T23:41:02.040Z,"32km S of Agrihan, Northern Mariana Islands",earthquake,11.5,7.2,0.083,42,reviewed,us,us
2019-12-12T15:43:36.383Z,-18.4855,65.3288,10,4.9,mb,,62,16.766,0.59,us,us60006qku,2019-12-13T17:30:39.040Z,"240km ENE of Port Mathurin, Mauritius",earthquake,11.8,1.9,0.071,65,reviewed,us,us
2019-12-12T07:18:11.450Z,-24.1864,-67.2491,190.52,4.9,mb,,36,1.495,0.82,us,us60006qfv,2019-12-12T07:48:14.040Z,"94km W of San Antonio de los Cobres, Argentina",earthquake,8.9,12.5,0.229,6,reviewed,us,us
2019-12-12T03:33:20.382Z,30.6391,141.6648,10,4.9,mb,,100,3.559,0.7,us,us60006qeh,2019-12-12T03:57:26.040Z,"Izu Islands, Japan region",earthquake,7.2,1.9,0.047,140,reviewed,us,us
2019-12-12T03:18:24.780Z,83.3229,115.1242,10,4.7,mb,,99,12.055,0.89,us,us60006qea,2019-12-12T03:40:35.040Z,"North of Severnaya Zemlya",earthquake,7.7,1.8,0.048,133,reviewed,us,us
2019-12-12T03:05:41.155Z,34.7811,26.3012,22.66,5.1,mb,,168,1.263,0.78,us,us60006qe2,2019-12-12T07:26:54.199Z,"42km SE of Makry Gialos, Greece",earthquake,7.1,10.2,0.044,166,reviewed,us,us
2019-12-11T23:38:35.932Z,30.7372,142.0044,10,4.7,mb,,125,3.015,0.93,us,us60006qcs,2019-12-12T00:21:17.040Z,"Izu Islands, Japan region",earthquake,8.3,1.9,0.047,136,reviewed,us,us
2019-12-11T20:28:55.941Z,14.8432,147.1858,10,4.7,mb,,140,1.406,1.01,us,us60006t9f,2019-12-26T23:01:41.040Z,"159km ESE of Saipan, Northern Mariana Islands",earthquake,8.5,1.9,0.274,4,reviewed,us,us
2019-12-11T20:28:27.669Z,3.1421,128.2409,69.91,4.8,mb,,79,2.511,0.84,us,us60006qaj,2019-12-26T22:40:03.040Z,"158km N of Tobelo, Indonesia",earthquake,6.6,6.9,0.066,72,reviewed,us,us
2019-12-11T19:50:42.200Z,-7.8182,158.8746,35,4.7,mb,,80,7.584,0.76,us,us60006t9e,2019-12-26T22:57:08.040Z,"31km NW of Dadali, Solomon Islands",earthquake,4.9,2,0.094,35,reviewed,us,us
2019-12-11T18:20:43.818Z,14.9014,147.2436,12.23,4.5,mb,,97,1.445,1.14,us,us60006t99,2019-12-26T22:48:36.040Z,"163km ESE of Saipan, Northern Mariana Islands",earthquake,7.3,3.5,0.115,22,reviewed,us,us
2019-12-11T18:00:43.348Z,-6.5921,130.0736,140.8,5.2,mb,,26,1.84,1.05,us,us60006q7a,2019-12-26T22:30:55.040Z,"203km NW of Saumlaki, Indonesia",earthquake,7,5.3,0.055,108,reviewed,us,us
2019-12-11T17:48:30.192Z,-0.1204,125.2274,31.08,5,mb,,40,2.315,1.33,us,us60006q72,2019-12-26T22:26:58.040Z,"131km SE of Modayag, Indonesia",earthquake,6.3,5.2,0.055,108,reviewed,us,us
2019-12-11T16:09:48.450Z,45.1322,141.9308,16.43,4.5,mb,,98,1.118,0.89,us,us60006q6l,2019-12-23T06:01:14.040Z,"27km SSE of Makubetsu, Japan",earthquake,7.2,4.5,0.063,73,reviewed,us,us
2019-12-11T10:12:07.426Z,48.8297,154.8317,35,5.1,mww,,86,4.651,1.07,us,us60006q47,2019-12-11T10:30:44.040Z,"225km SSW of Severo-Kuril'sk, Russia",earthquake,8.3,1.9,0.08,15,reviewed,us,us
2019-12-11T09:39:08.738Z,37.7452,141.8324,42.92,5.2,mww,,122,2.843,0.59,us,us60006q3x,2019-12-12T09:55:05.477Z,"79km ENE of Namie, Japan",earthquake,7.8,5.5,0.078,16,reviewed,us,us
2019-12-11T06:51:05.932Z,-53.2962,-46.5669,10,4.6,mb,,108,6.056,1.11,us,us60006q2j,2019-12-17T15:19:48.040Z,"South Atlantic Ocean",earthquake,8.3,1.9,0.109,25,reviewed,us,us
2019-12-11T05:18:44.106Z,-21.1767,168.2328,29.04,4.7,mb,,89,0.356,0.61,us,us60006q21,2019-12-11T06:30:31.040Z,"54km NE of Tadine, New Caledonia",earthquake,8,8.1,0.13,18,reviewed,us,us
2019-12-11T02:29:26.067Z,37.6098,23.9784,155.91,4.8,mb,,64,1.69,1,us,us60006q1j,2019-12-11T05:55:43.119Z,"12km SSE of Palaia Fokaia, Greece",earthquake,4.5,7.5,0.076,54,reviewed,us,us
2019-12-11T02:13:10.994Z,-0.2091,124.4344,54.66,4.9,mb,,37,1.856,1.2,us,us60006q1h,2019-12-11T02:44:27.040Z,"82km SE of Molibagu, Indonesia",earthquake,6.1,5.7,0.072,60,reviewed,us,us
2019-12-11T01:34:25.739Z,-18.6054,168.1023,10,5.1,mb,,74,2.861,1.02,us,us60006q18,2019-12-11T05:14:16.481Z,"99km SSW of Port-Vila, Vanuatu",earthquake,9.8,1.9,0.059,92,reviewed,us,us
2019-12-11T01:13:57.705Z,39.8955,78.0874,10,4.7,mb,,68,1.562,0.98,us,us60006q13,2019-12-11T02:35:43.040Z,"170km E of Arzak, China",earthquake,5.1,1.9,0.083,44,reviewed,us,us
2019-12-10T21:58:28.724Z,35.5012,26.4405,56.64,5.4,mww,,22,0.589,0.77,us,us60006pxs,2019-12-30T01:57:29.857Z,"37km NNE of Palaikastron, Greece",earthquake,5.8,4.5,0.068,21,reviewed,us,us
2019-12-10T21:08:25.366Z,-10.0258,160.3438,22.24,4.8,mb,,86,8.59,0.66,us,us70006rai,2019-12-30T01:44:53.040Z,"78km SSE of Honiara, Solomon Islands",earthquake,12.3,5.3,0.089,39,reviewed,us,us
2019-12-10T20:14:03.248Z,39.4671,27.9014,10,4.7,mb,,35,0.173,0.79,us,us60006pvc,2019-12-11T18:14:49.092Z,"20km S of Balikesir, Turkey",earthquake,2.9,1.9,0.078,54,reviewed,us,us
2019-12-10T18:38:37.707Z,30.2449,138.5929,440.15,4.5,mb,,80,3.045,0.61,us,us60006pum,2019-12-11T17:45:03.040Z,"Izu Islands, Japan region",earthquake,9.6,7.3,0.032,288,reviewed,us,us
2019-12-10T17:29:01.584Z,30.7887,141.7153,14.04,5.2,mww,,66,2.827,0.72,us,us60006ptx,2019-12-11T17:29:25.040Z,"Izu Islands, Japan region",earthquake,7.9,3.7,0.078,16,reviewed,us,us
2019-12-10T17:05:02.667Z,30.7178,141.7364,14.44,5.9,mww,,30,2.895,0.71,us,us60006ptp,2019-12-15T19:21:07.128Z,"Izu Islands, Japan region",earthquake,6.6,2.8,0.068,21,reviewed,us,us
2019-12-10T16:35:22.694Z,51.442,178.8898,61.32,4.5,mb,,83,0.265,0.71,us,us60006pta,2019-12-30T15:49:07.040Z,"62km SSE of Little Sitkin Island, Alaska",earthquake,6.7,4.7,0.044,154,reviewed,us,us
2019-12-10T16:02:54.783Z,25.0212,99.3544,10,4.5,mb,,84,3.724,0.63,us,us70006rae,2019-12-30T15:39:21.040Z,"32km NW of Youdian, China",earthquake,7.6,1.9,0.14,15,reviewed,us,us
2019-12-10T14:52:31.122Z,-15.092,-173.3239,10,4.6,mb,,150,1.904,0.34,us,us70006rab,2019-12-29T21:06:53.040Z,"105km NNE of Hihifo, Tonga",earthquake,11.4,1.9,0.245,10,reviewed,us,us
2019-12-10T11:13:05.311Z,14.839,-94.2689,28.7,4.6,mb,,149,2.506,0.78,us,us60006prb,2019-12-15T08:53:16.905Z,"138km SW of Tres Picos, Mexico",earthquake,8.5,6.7,0.038,211,reviewed,us,us
2019-12-10T08:40:42.595Z,-20.9041,168.5652,10,5.6,mww,,48,0.76,1.5,us,us60006ppb,2019-12-11T08:42:42.076Z,"100km NE of Tadine, New Caledonia",earthquake,6.3,1.8,0.08,15,reviewed,us,us
2019-12-10T08:21:41.650Z,30.8835,50.1519,10,4.8,mb,,78,2.761,0.96,us,us60006pp2,2019-12-10T08:45:18.040Z,"33km NNW of Behbahan, Iran",earthquake,6.6,1.9,0.067,68,reviewed,us,us
2019-12-10T02:08:26.941Z,-60.7565,-25.7171,10,4.9,mb,,190,8.691,0.49,us,us60006pn2,2019-12-10T02:22:19.040Z,"197km SSE of Bristol Island, South Sandwich Islands",earthquake,14.6,2,0.099,32,reviewed,us,us
2019-12-09T23:58:01.333Z,-38.9031,178.0078,18.42,5,mww,,55,0.853,0.95,us,us60006pm8,2019-12-10T22:06:39.531Z,"27km S of Gisborne, New Zealand",earthquake,10.1,3.8,0.078,16,reviewed,us,us
2019-12-09T22:36:30.851Z,52.856,-34.9205,10,5.4,mww,,29,10.088,0.77,us,us60006plg,2019-12-23T04:13:16.748Z,"Reykjanes Ridge",earthquake,9,1.8,0.071,19,reviewed,us,us
2019-12-09T22:14:13.946Z,17.9259,-101.2083,35,4.5,mb,,90,1.711,1.21,us,us60006pl3,2019-12-23T03:53:44.528Z,"41km NE of El Coacoyul, Mexico",earthquake,8.1,1.9,0.038,206,reviewed,us,us
2019-12-09T21:01:52.795Z,-53.1827,11.7969,10,4.7,mb,,110,19.64,0.49,us,us60006ppk,2019-12-11T05:39:18.040Z,"Southwest of Africa",earthquake,13.2,1.9,0.195,8,reviewed,us,us
2019-12-09T17:59:47.902Z,-52.8364,11.387,10,5.6,mww,,38,19.92,0.84,us,us60006pbw,2019-12-24T16:26:51.627Z,"Southwest of Africa",earthquake,9.5,1.8,0.08,15,reviewed,us,us
2019-12-09T17:35:27.741Z,-53.1529,11.7161,10,4.8,mb,,97,19.657,0.73,us,us60006t85,2019-12-26T22:18:39.040Z,"Southwest of Africa",earthquake,14,1.9,0.248,8,reviewed,us,us
2019-12-09T16:45:08.418Z,-52.9567,11.8389,10,4.7,mb,,87,19.866,0.87,us,us60006t82,2019-12-19T14:48:57.040Z,"Southwest of Africa",earthquake,16,1.9,0.174,12,reviewed,us,us
2019-12-09T16:38:56.351Z,-52.7845,11.4872,10,4.8,mb,,103,19.984,0.63,us,us60006t8c,2019-12-19T14:34:34.040Z,"Southwest of Africa",earthquake,12,1.9,0.186,11,reviewed,us,us
2019-12-09T16:33:35.639Z,-52.8614,11.6687,10,4.9,mb,,86,19.935,0.54,us,us60006t80,2019-12-18T21:43:52.040Z,"Southwest of Africa",earthquake,10.2,1.9,0.117,28,reviewed,us,us
2019-12-09T15:43:43.631Z,-15.6417,-71.6791,133.55,4.8,mb,,125,2.863,1.14,us,us60006p89,2019-12-18T21:15:25.040Z,"8km W of Chivay, Peru",earthquake,7.6,7,0.076,64,reviewed,us,us
2019-12-09T15:10:58.382Z,41.5518,19.6274,10,4.5,mb,,100,0.918,0.44,us,us60006t8a,2019-12-18T20:49:30.040Z,"6km WSW of Mamurras, Albania",earthquake,5.7,1.8,0.27,8,reviewed,us,us
2019-12-09T14:32:19.386Z,-42.9644,40.608,10,4.5,mb,,144,14.78,0.99,us,us60006t8k,2019-12-18T17:56:57.040Z,"Prince Edward Islands region",earthquake,10.3,1.9,0.18,9,reviewed,us,us
2019-12-09T14:21:20.701Z,1.9848,126.7828,25.79,4.9,mb,,40,1.338,0.78,us,us60006p7u,2019-12-18T17:47:06.040Z,"139km WNW of Tobelo, Indonesia",earthquake,7.9,5,0.092,42,reviewed,us,us
2019-12-09T11:12:46.348Z,5.0532,123.1819,573.74,4.5,mb,,77,4.59,0.78,us,us60006p79,2019-12-09T11:30:33.040Z,"169km SW of Palimbang, Philippines",earthquake,12.2,9.9,0.076,51,reviewed,us,us
2019-12-09T09:11:20.006Z,-6.2607,154.7879,77.53,5.3,mb,,45,3.325,0.76,us,us60006p61,2019-12-09T09:30:31.040Z,"77km W of Panguna, Papua New Guinea",earthquake,8.8,7.1,0.032,330,reviewed,us,us
